"Textbox4","Textbox7","Fångstområde1","StationsNr1","DJUPSTRATUM","Störning1","Date","Ansträngning","Fångsttyp1","Artbestämning","Antal1","Vikt","Beräknad_vikt1","Antal_per_anstr1","Fisketid","Antal_Redskap","Lat","Long","Information","Year","Station","Env_Station","Date_env","Mean_chla","Depth","Date_Diff"
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",256," 3-6 m","NEJ",2018-08-20,1,"Skadad fångst ospecificerat ","Sik",1,0.143,0.164,1,1,1,65.0533,21.5062,NA,2018,"2","A13",2018-08-16,1.99,10,4
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",256," 3-6 m","NEJ",2020-08-21,1,"Provfiskad ","Abborre",50,3.239,3.612,50,1,1,65.0533,21.5062,"angivet djup 6,2m",2020,"2","A13",2020-08-07,1.935,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",256," 3-6 m","NEJ",2020-08-21,1,"Provfiskad ","Gärs",49,0.895,1.104,49,1,1,65.0533,21.5062,"angivet djup 6,2m",2020,"2","A13",2020-08-07,1.935,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",256," 3-6 m","NEJ",2020-08-21,1,"Provfiskad ","Sik",2,0.056,0.062,2,1,1,65.0533,21.5062,"angivet djup 6,2m",2020,"2","A13",2020-08-07,1.935,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",256," 3-6 m","NEJ",2023-08-24,1,"Provfiskad ","Abborre",40,2.836,3.242,40,1,1,65.0533,21.5062,NA,2023,"2","A13",2023-08-16,3.115,10,8
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",256," 3-6 m","NEJ",2023-08-24,1,"Provfiskad ","Gärs",30,0.523,0.666,30,1,1,65.0533,21.5062,NA,2023,"2","A13",2023-08-16,3.115,10,8
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",256," 3-6 m","NEJ",2023-08-24,1,"Provfiskad ","Sik",1,0.781,0.696,1,1,1,65.0533,21.5062,NA,2023,"2","A13",2023-08-16,3.115,10,8
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",256," 3-6 m","NEJ",2023-08-24,1,"Provfiskad ","Siklöja",5,0.069,0.076,5,1,1,65.0533,21.5062,NA,2023,"2","A13",2023-08-16,3.115,10,8
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",256," 3-6 m","NEJ",2024-08-22,1,"Provfiskad ","Abborre",7,1.483,1.636,7,1,1,65.0533,21.5062,NA,2024,"2","A13",2024-08-14,1.965,10,8
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",256," 3-6 m","NEJ",2024-08-22,1,"Provfiskad ","Gärs",1,0.034,0.046,1,1,1,65.0533,21.5062,NA,2024,"2","A13",2024-08-14,1.965,10,8
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",256," 3-6 m","NEJ",2024-08-22,1,"Provfiskad ","Sik",1,0.135,0.145,1,1,1,65.0533,21.5062,NA,2024,"2","A13",2024-08-14,1.965,10,8
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",256," 3-6 m","NEJ",2024-08-22,1,"Provfiskad ","Skarpsill",1,0.012,0.018,1,1,1,65.0533,21.5062,NA,2024,"2","A13",2024-08-14,1.965,10,8
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",256," 3-6 m","NEJ",2024-08-22,1,"Provfiskad ","Strömming",4,0.111,0.12,4,1,1,65.0533,21.5062,NA,2024,"2","A13",2024-08-14,1.965,10,8
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2004-08-10,1,"Provfiskad ","Hornsimpa",10,NA,0.66,10,1,1,65.0508,21.5055,NA,2004,"2","A13",2004-07-29,1.565,10,12
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2004-08-10,1,"Provfiskad ","Nors",2,NA,0.046,2,1,1,65.0508,21.5055,NA,2004,"2","A13",2004-07-29,1.565,10,12
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2004-08-10,1,"Provfiskad ","Sik",3,NA,0.108,3,1,1,65.0508,21.5055,NA,2004,"2","A13",2004-07-29,1.565,10,12
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2004-08-10,1,"Provfiskad ","Storspigg",1,NA,0.004,1,1,1,65.0508,21.5055,NA,2004,"2","A13",2004-07-29,1.565,10,12
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2005-08-10,1,"Provfiskad ","Gärs",4,NA,0.186,4,1,1,65.0508,21.5055,NA,2005,"2","A13",2005-08-04,1.605,10,6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2005-08-10,1,"Provfiskad ","Hornsimpa",12,NA,0.775,12,1,1,65.0508,21.5055,NA,2005,"2","A13",2005-08-04,1.605,10,6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2005-08-10,1,"Provfiskad ","Nors",1,NA,0.038,1,1,1,65.0508,21.5055,NA,2005,"2","A13",2005-08-04,1.605,10,6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2006-08-01,1,"Provfiskad ","Hornsimpa",16,NA,1.53,16,1,1,65.0508,21.5055,NA,2006,"2","A13",2006-08-03,1.315,10,-2
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2006-08-01,1,"Provfiskad ","Löja",4,NA,0.076,4,1,1,65.0508,21.5055,NA,2006,"2","A13",2006-08-03,1.315,10,-2
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2006-08-01,1,"Provfiskad ","Nors",2,NA,0.051,2,1,1,65.0508,21.5055,NA,2006,"2","A13",2006-08-03,1.315,10,-2
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2006-08-01,1,"Provfiskad ","Siklöja",7,NA,0.232,7,1,1,65.0508,21.5055,NA,2006,"2","A13",2006-08-03,1.315,10,-2
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2006-08-01,1,"Provfiskad ","Storspigg",1,NA,0.002,1,1,1,65.0508,21.5055,NA,2006,"2","A13",2006-08-03,1.315,10,-2
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2006-08-01,1,"Provfiskad ","Strömming",1,NA,0.023,1,1,1,65.0508,21.5055,NA,2006,"2","A13",2006-08-03,1.315,10,-2
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2007-08-16,1,"Provfiskad ","Gärs",13,NA,0.993,13,1,1,65.0508,21.5055,NA,2007,"2","A13",2007-08-02,1.49,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2007-08-16,1,"Provfiskad ","Hornsimpa",8,NA,0.582,8,1,1,65.0508,21.5055,NA,2007,"2","A13",2007-08-02,1.49,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2007-08-16,1,"Provfiskad ","Sik",7,NA,1.303,7,1,1,65.0508,21.5055,NA,2007,"2","A13",2007-08-02,1.49,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2007-08-16,1,"Provfiskad ","Siklöja",2,NA,0.044,2,1,1,65.0508,21.5055,NA,2007,"2","A13",2007-08-02,1.49,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2008-08-20,1,"Provfiskad ","Gärs",3,NA,0.247,3,1,1,65.0508,21.5055,NA,2008,"2","A13",2008-08-28,1.86,10,-8
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2008-08-20,1,"Provfiskad ","Sik",5,NA,0.21,5,1,1,65.0508,21.5055,NA,2008,"2","A13",2008-08-28,1.86,10,-8
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2008-08-20,1,"Provfiskad ","Siklöja",1,NA,0.025,1,1,1,65.0508,21.5055,NA,2008,"2","A13",2008-08-28,1.86,10,-8
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2008-08-20,1,"Provfiskad ","Strömming",4,NA,0.114,4,1,1,65.0508,21.5055,NA,2008,"2","A13",2008-08-28,1.86,10,-8
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2009-08-18,1,"Provfiskad ","Gärs",3,NA,0.248,3,1,1,65.0508,21.5055,NA,2009,"2","A13",2009-08-27,2.18,10,-9
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2009-08-18,1,"Provfiskad ","Nors",5,NA,0.113,5,1,1,65.0508,21.5055,NA,2009,"2","A13",2009-08-27,2.18,10,-9
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2009-08-18,1,"Provfiskad ","Sik",7,NA,0.63,7,1,1,65.0508,21.5055,NA,2009,"2","A13",2009-08-27,2.18,10,-9
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2009-08-18,1,"Provfiskad ","Siklöja",6,NA,0.163,6,1,1,65.0508,21.5055,NA,2009,"2","A13",2009-08-27,2.18,10,-9
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2009-08-18,1,"Provfiskad ","Strömming",2,NA,0.063,2,1,1,65.0508,21.5055,NA,2009,"2","A13",2009-08-27,2.18,10,-9
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2010-08-12,1,"Provfiskad ","Gärs",3,0.17,0.179,3,1,1,65.0508,21.5055,NA,2010,"2","A13",2010-08-05,1.51,10,7
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2010-08-12,1,"Provfiskad ","Hornsimpa",4,0.18,0.151,4,1,1,65.0508,21.5055,NA,2010,"2","A13",2010-08-05,1.51,10,7
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2010-08-12,1,"Provfiskad ","Nors",8,0.15,0.165,8,1,1,65.0508,21.5055,NA,2010,"2","A13",2010-08-05,1.51,10,7
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2010-08-12,1,"Provfiskad ","Sik",4,0.403,0.499,4,1,1,65.0508,21.5055,NA,2010,"2","A13",2010-08-05,1.51,10,7
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2010-08-12,1,"Provfiskad ","Siklöja",5,0.103,0.117,5,1,1,65.0508,21.5055,NA,2010,"2","A13",2010-08-05,1.51,10,7
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2011-08-18,1,"Provfiskad ","Abborre",29,1.568,1.761,29,1,1,65.0508,21.5055,NA,2011,"2","A13",2011-08-04,0.9,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2011-08-18,1,"Provfiskad ","Gärs",3,0.047,0.054,3,1,1,65.0508,21.5055,NA,2011,"2","A13",2011-08-04,0.9,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2011-08-18,1,"Provfiskad ","Nors",1,0.024,0.027,1,1,1,65.0508,21.5055,NA,2011,"2","A13",2011-08-04,0.9,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2011-08-18,1,"Provfiskad ","Sik",5,0.909,0.852,5,1,1,65.0508,21.5055,NA,2011,"2","A13",2011-08-04,0.9,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2011-08-18,1,"Provfiskad ","Siklöja",10,0.185,0.195,10,1,1,65.0508,21.5055,NA,2011,"2","A13",2011-08-04,0.9,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2011-08-18,1,"Provfiskad ","Strömming",5,0.129,0.135,5,1,1,65.0508,21.5055,NA,2011,"2","A13",2011-08-04,0.9,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2012-08-24,1,"Provfiskad ","Gärs",6,0.211,0.248,6,1,1,65.0508,21.5055,NA,2012,"2","A13",2012-08-30,1.985,10,-6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2012-08-24,1,"Provfiskad ","Hornsimpa",3,0.094,0.092,3,1,1,65.0508,21.5055,NA,2012,"2","A13",2012-08-30,1.985,10,-6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2012-08-24,1,"Provfiskad ","Sik",10,0.517,0.561,10,1,1,65.0508,21.5055,NA,2012,"2","A13",2012-08-30,1.985,10,-6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2012-08-24,1,"Provfiskad ","Siklöja",8,0.135,0.149,8,1,1,65.0508,21.5055,NA,2012,"2","A13",2012-08-30,1.985,10,-6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2013-08-16,1,"Provfiskad ","Hornsimpa",35,2.279,2.1,35,1,1,65.0508,21.5055,NA,2013,"2","A13",2013-08-15,1.97,10,1
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2013-08-16,1,"Provfiskad ","Nors",2,0.045,0.047,2,1,1,65.0508,21.5055,NA,2013,"2","A13",2013-08-15,1.97,10,1
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2013-08-16,1,"Provfiskad ","Sik",9,0.356,0.37,9,1,1,65.0508,21.5055,NA,2013,"2","A13",2013-08-15,1.97,10,1
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2013-08-16,1,"Provfiskad ","Siklöja",4,0.062,0.069,4,1,1,65.0508,21.5055,NA,2013,"2","A13",2013-08-15,1.97,10,1
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2015-08-12,1,"Provfiskad ","Gärs",1,0.017,0.023,1,1,1,65.0508,21.5055,NA,2015,"2","A13",2015-08-06,2.635,10,6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2015-08-12,1,"Provfiskad ","Hornsimpa",3,0.17,0.15,3,1,1,65.0508,21.5055,NA,2015,"2","A13",2015-08-06,2.635,10,6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2015-08-12,1,"Provfiskad ","Nors",24,0.591,0.616,24,1,1,65.0508,21.5055,NA,2015,"2","A13",2015-08-06,2.635,10,6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2015-08-12,1,"Provfiskad ","Sik",6,0.467,0.466,6,1,1,65.0508,21.5055,NA,2015,"2","A13",2015-08-06,2.635,10,6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2015-08-12,1,"Provfiskad ","Siklöja",5,0.058,0.074,5,1,1,65.0508,21.5055,NA,2015,"2","A13",2015-08-06,2.635,10,6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2016-08-16,1,"Provfiskad ","Bergsimpa",1,0.007,0.009,1,1,1,65.0508,21.5055,NA,2016,"2","A13",2016-08-18,2.61,10,-2
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2016-08-16,1,"Provfiskad ","Gärs",62,1.747,2.167,62,1,1,65.0508,21.5055,NA,2016,"2","A13",2016-08-18,2.61,10,-2
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2016-08-16,1,"Provfiskad ","Nors",7,0.18,0.193,7,1,1,65.0508,21.5055,NA,2016,"2","A13",2016-08-18,2.61,10,-2
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2016-08-16,1,"Provfiskad ","Sik",16,1.472,1.623,16,1,1,65.0508,21.5055,NA,2016,"2","A13",2016-08-18,2.61,10,-2
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2016-08-16,1,"Provfiskad ","Siklöja",6,0.088,0.096,6,1,1,65.0508,21.5055,NA,2016,"2","A13",2016-08-18,2.61,10,-2
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2016-08-16,1,"Provfiskad ","Strömming",2,0.052,0.056,2,1,1,65.0508,21.5055,NA,2016,"2","A13",2016-08-18,2.61,10,-2
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2017-08-17,1,"Provfiskad ","Abborre",5,0.188,0.208,5,1,1,65.0508,21.5055,NA,2017,"2","A13",2017-08-03,2.84,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2017-08-17,1,"Provfiskad ","Gärs",180,2.79,3.583,180,1,1,65.0508,21.5055,NA,2017,"2","A13",2017-08-03,2.84,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2017-08-17,1,"Provfiskad ","Hornsimpa",2,0.26,0.182,2,1,1,65.0508,21.5055,NA,2017,"2","A13",2017-08-03,2.84,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2017-08-17,1,"Provfiskad ","Nors",5,0.101,0.114,5,1,1,65.0508,21.5055,NA,2017,"2","A13",2017-08-03,2.84,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2017-08-17,1,"Provfiskad ","Sik",9,1.347,1.459,9,1,1,65.0508,21.5055,NA,2017,"2","A13",2017-08-03,2.84,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2017-08-17,1,"Provfiskad ","Siklöja",5,0.088,0.099,5,1,1,65.0508,21.5055,NA,2017,"2","A13",2017-08-03,2.84,10,14
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2018-08-20,1,"Provfiskad ","Gärs",32,0.503,0.641,32,1,1,65.0508,21.5055,NA,2018,"2","A13",2018-08-16,1.99,10,4
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2018-08-20,1,"Provfiskad ","Nors",3,0.13,0.134,3,1,1,65.0508,21.5055,NA,2018,"2","A13",2018-08-16,1.99,10,4
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2018-08-20,1,"Provfiskad ","Sik",5,0.197,0.2,5,1,1,65.0508,21.5055,NA,2018,"2","A13",2018-08-16,1.99,10,4
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2018-08-20,1,"Provfiskad ","Siklöja",5,0.048,0.05,5,1,1,65.0508,21.5055,NA,2018,"2","A13",2018-08-16,1.99,10,4
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2022-08-09,1,"Provfiskad ","Abborre",3,0.139,0.175,3,1,1,65.0508,21.5055,NA,2022,"2","A13",2022-08-02,1.625,10,7
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2022-08-09,1,"Provfiskad ","Gärs",18,0.486,0.615,18,1,1,65.0508,21.5055,NA,2022,"2","A13",2022-08-02,1.625,10,7
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2022-08-09,1,"Provfiskad ","Hornsimpa",3,0.366,0.324,3,1,1,65.0508,21.5055,NA,2022,"2","A13",2022-08-02,1.625,10,7
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2022-08-09,1,"Provfiskad ","Nors",16,0.248,0.275,16,1,1,65.0508,21.5055,NA,2022,"2","A13",2022-08-02,1.625,10,7
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2022-08-09,1,"Provfiskad ","Sik",10,0.644,0.714,10,1,1,65.0508,21.5055,NA,2022,"2","A13",2022-08-02,1.625,10,7
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2022-08-09,1,"Provfiskad ","Siklöja",31,0.565,0.64,31,1,1,65.0508,21.5055,NA,2022,"2","A13",2022-08-02,1.625,10,7
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2023-08-21,1,"Provfiskad ","Gärs",3,0.059,0.077,3,1,1,65.0508,21.5055,NA,2023,"2","A13",2023-08-16,3.115,10,5
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2023-08-21,1,"Provfiskad ","Nors",6,0.164,0.176,6,1,1,65.0508,21.5055,NA,2023,"2","A13",2023-08-16,3.115,10,5
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2023-08-21,1,"Provfiskad ","Sik",12,0.784,0.836,12,1,1,65.0508,21.5055,NA,2023,"2","A13",2023-08-16,3.115,10,5
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2023-08-21,1,"Provfiskad ","Siklöja",13,0.153,0.158,13,1,1,65.0508,21.5055,NA,2023,"2","A13",2023-08-16,3.115,10,5
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2024-08-27,1,"Provfiskad ","Abborre",11,1.034,1.248,11,1,1,65.0508,21.5055,NA,2024,"2","A13",2024-08-14,1.965,10,13
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",308," 6-10 m","NEJ",2024-08-27,1,"Provfiskad ","Sik",1,0.032,0.037,1,1,1,65.0508,21.5055,NA,2024,"2","A13",2024-08-14,1.965,10,13
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2004-08-04,1,"Provfiskad ","Abborre",1,NA,0.078,1,1,1,65.0478,21.5582,NA,2004,"2","A13",2004-07-29,1.565,10,6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2004-08-04,1,"Provfiskad ","Gärs",1,NA,0.081,1,1,1,65.0478,21.5582,NA,2004,"2","A13",2004-07-29,1.565,10,6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2004-08-04,1,"Provfiskad ","Nors",14,NA,0.256,14,1,1,65.0478,21.5582,NA,2004,"2","A13",2004-07-29,1.565,10,6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2004-08-04,1,"Provfiskad ","Sik",4,NA,0.372,4,1,1,65.0478,21.5582,NA,2004,"2","A13",2004-07-29,1.565,10,6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2004-08-04,1,"Provfiskad ","Siklöja",2,NA,0.063,2,1,1,65.0478,21.5582,NA,2004,"2","A13",2004-07-29,1.565,10,6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2004-08-04,1,"Provfiskad ","Strömming",2,NA,0.068,2,1,1,65.0478,21.5582,NA,2004,"2","A13",2004-07-29,1.565,10,6
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2005-08-09,1,"Provfiskad ","Abborre",1,NA,0.127,1,1,1,65.0478,21.5582,NA,2005,"2","A13",2005-08-04,1.605,10,5
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2005-08-09,1,"Provfiskad ","Gärs",4,NA,0.207,4,1,1,65.0478,21.5582,NA,2005,"2","A13",2005-08-04,1.605,10,5
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2005-08-09,1,"Provfiskad ","Sik",7,NA,0.494,7,1,1,65.0478,21.5582,NA,2005,"2","A13",2005-08-04,1.605,10,5
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2006-08-03,1,"Provfiskad ","Abborre",1,NA,0.044,1,1,1,65.0478,21.5582,NA,2006,"2","A13",2006-08-03,1.315,10,0
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2006-08-03,1,"Provfiskad ","Hornsimpa",1,NA,0.053,1,1,1,65.0478,21.5582,NA,2006,"2","A13",2006-08-03,1.315,10,0
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2006-08-03,1,"Provfiskad ","Nors",3,NA,0.103,3,1,1,65.0478,21.5582,NA,2006,"2","A13",2006-08-03,1.315,10,0
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2006-08-03,1,"Provfiskad ","Sik",5,NA,0.71,5,1,1,65.0478,21.5582,NA,2006,"2","A13",2006-08-03,1.315,10,0
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2006-08-03,1,"Provfiskad ","Strömming",1,NA,0.023,1,1,1,65.0478,21.5582,NA,2006,"2","A13",2006-08-03,1.315,10,0
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2007-08-14,1,"Provfiskad ","Abborre",2,NA,0.296,2,1,1,65.0478,21.5582,NA,2007,"2","A13",2007-08-02,1.49,10,12
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2007-08-14,1,"Provfiskad ","Gärs",16,NA,0.997,16,1,1,65.0478,21.5582,NA,2007,"2","A13",2007-08-02,1.49,10,12
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2007-08-14,1,"Provfiskad ","Sik",12,NA,1.883,12,1,1,65.0478,21.5582,NA,2007,"2","A13",2007-08-02,1.49,10,12
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2007-08-14,1,"Provfiskad ","Siklöja",2,NA,0.04,2,1,1,65.0478,21.5582,NA,2007,"2","A13",2007-08-02,1.49,10,12
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2007-08-14,1,"Provfiskad ","Strömming",1,NA,0.04,1,1,1,65.0478,21.5582,NA,2007,"2","A13",2007-08-02,1.49,10,12
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2008-08-15,1,"Provfiskad ","Abborre",4,NA,0.347,4,1,1,65.0478,21.5582,NA,2008,"2","A13",2008-08-28,1.86,10,-13
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2008-08-15,1,"Provfiskad ","Gärs",9,NA,0.683,9,1,1,65.0478,21.5582,NA,2008,"2","A13",2008-08-28,1.86,10,-13
"Fisketid natt","Antal översiktsnät","Kinnbäcksfjärden",315," 6-10 m","NEJ",2008-08-15,1,"Provfiskad ","Nors",4,NA,0.1,4,1,1,65.0478,21.5582,NA,2008,"2","A13",2008-08-28,1.86,10,-13
